State,Bill_Number,Bill_Name,Summary,Source_Link,Bill_Type,Year
Connecticut,SB 1143,Deepfake Intimate Images (Broader)*; An Act Prohibiting The Creation And Dissemination Of Intimate Images Generated Using Artificial Intelligence And Without Consent,"bans creation and distribution of **ai-generated intimate images without consent**, with criminal penalties and civil remedies for victims of these deepfakes. *(bill status: )* makes it illegal to produce or distribute ai-generated intimate images without consent, targeting revenge porn.",https://www.cga.ct.gov/2025/TOB/S/PDF/2025SB-01143-R00-SB.PDF; https://www.cga.ct.gov/asp/cgabillstatus/cgabillstatus.asp?selBillType=Bill&bill_num=SB1143&which_year=2025,SB,2025
Connecticut,SB 1249,Ai (Budget Implementer)*; An Act Addressing Innovations In Artificial Intelligence,"establishes a venture fund for ai startups, expands open data portals, and promotes responsible ai innovation. implements the governor’s budget provisions related to ai (likely funding or structural measures for state use of ai). *(bill status: )*",https://www.cga.ct.gov/2025/TOB/S/PDF/2025SB-01249-R00-SB.PDF; https://www.cga.ct.gov/asp/cgabillstatus/cgabillstatus.asp?selBillType=Bill&bill_num=SB1249&which_year=2025,SB,2025
Connecticut,SB 1292,Ai Data Center Efficiency*; An Act Concerning Energy And Water Efficiency Requirements For Artificial Intelligence Data Centers,"mandates new energy and water efficiency standards for ai data centers, requiring quarterly usage reports. mirrors hb 5076 – requires ai data center operators to meet **quarterly reporting on energy/water use** and comply with efficiency rules. *(bill status: )*",https://www.cga.ct.gov/2025/TOB/S/PDF/2025SB-01292-R00-SB.PDF; https://www.cga.ct.gov/asp/cgabillstatus/cgabillstatus.asp?selBillType=Bill&bill_num=SB1292&which_year=2025,SB,2025
Connecticut,SB 2,Ai Accountability Act*; An Act Concerning Artificial Intelligence,"a comprehensive bill to **protect consumers from algorithmic discrimination and unfair ai outcomes**, covering high-risk ai systems and ensuring transparency and accountability in ai use. *(bill status: )* defines and regulates high-risk ai systems, aiming to protect consumers from algorithmic discrimination and unfair treatment.",https://www.cga.ct.gov/2025/TOB/S/PDF/2025SB-00002-R00-SB.PDF; https://www.cga.ct.gov/asp/cgabillstatus/cgabillstatus.asp?selBillType=Bill&bill_num=SB2&which_year=2025,SB,2025
Connecticut,SB 348,Deepfake Intimate Images*; An Act Concerning Unlawful Dissemination Of Intimate Images That Are Digitally Altered Or Created Through The Use Of Artificial Intelligence,criminalizes the unauthorized dissemination of intimate images that have been **digitally altered or created using ai** (making “deepfake” explicit in revenge porn laws) (). *(bill status: )* criminalizes unauthorized sharing of intimate images digitally altered or created using ai (deepfake pornography).,https://www.cga.ct.gov/2025/TOB/S/PDF/2025SB-00348-R00-SB.PDF; https://www.ncsl.org/technology-and-communication/artificial-intelligence-2025-legislation#:~:text=Unlawful%20Dissemination%20of%20Intimate%20Images,SB,2025
Connecticut,SB 447,Health Carriers And Ai*; An Act Prohibiting Health Carriers From Using Artificial Intelligence In The Evaluation And Determination Of Patient Care,"forbids health carriers from using **ai in patient-care decisions** if it compromises patient access to tests, medications, or procedures (ensuring medical necessity decisions remain patient-centric). *(bill status: )* prohibits health insurers from using ai in patient care decisions to prevent automated denial of care.",https://www.cga.ct.gov/2025/TOB/S/PDF/2025SB-00447-R00-SB.PDF; https://www.cga.ct.gov/asp/cgabillstatus/cgabillstatus.asp?selBillType=Bill&bill_num=SB447&which_year=2025,SB,2025
Connecticut,SB 817,Human Review Of Ai In Insurance*; An Act Prohibiting Health Insurers From Using Software Tools To Automatically Downcode Health Insurance Claims,"prevents health insurers from automatically downcoding or denying claims using software, including ai, without clinical review. prohibits insurers from automatically down-coding or denying claims via ai or software **without review by a human clinical peer**, to prevent unchecked algorithmic denials. *(bill status: )*",https://www.cga.ct.gov/2025/TOB/S/PDF/2025SB-00817-R00-SB.PDF; https://www.cga.ct.gov/asp/cgabillstatus/cgabillstatus.asp?selBillType=Bill&bill_num=SB817&which_year=2025,SB,2025
Delaware,HB 16,Ai Commission,"student member*: adds a **high school student as a non-voting member** to the state’s artificial intelligence commission, ensuring youth representation in ai policy discussions. *(bill text: )*",https://legis.delaware.gov/BillDetail?legislationId=140670,HB,2025
Florida,HB 1213,K-12 School Transportation,"""revises school transportation requirements by expanding eligibility for busing and updating hazardous walking condition criteria. also requires school districts to utilize available artificial intelligence programs for certain transportation planning purposes once such technology becomes available.""",https://www.flsenate.gov/Session/Bill/2025/1213,HB,2025
Florida,HB 757,Sexual Images,"""prohibits willfully creating an altered sexual depiction of an identifiable person without that person's consent. expands the law on unlawful sexual images to include ai-generated or digitally altered explicit depictions.""",https://www.flsenate.gov/Session/Bill/2025/757,HB,2025
Florida,SB 1180,Sexual Images,"""imposes criminal penalties for willfully and maliciously generating or possessing altered sexual depictions of identifiable persons without their consent (such as ai-generated explicit images). provides exceptions and allows victims to bring civil lawsuits against violators for damages.""",https://www.flsenate.gov/Session/Bill/2025/1180,SB,2025
Florida,SB 562,Use Of Artificial Intelligence To Detect Firearms,"""prohibits the use of artificial intelligence technology to detect firearms in public areas. establishes criminal penalties for any violations of the prohibition.""",https://www.flsenate.gov/Session/Bill/2025/562,SB,2025
Florida,SB 702,Provenance Of Digital Content,"""requires that digital content created by generative artificial intelligence and depicting electoral candidates include metadata indicating its provenance (origin). establishes a digital content provenance pilot program in the division of emergency management and requires providers of generative ai tools to apply provenance data to synthetic content produced by their tools.""",https://www.flsenate.gov/Session/Bill/2025/702,SB,2025
Florida,SB 794,Mandatory Human Reviews Of Insurance Claim Denials,"""requires that decisions to deny insurance claims (in whole or in part) be made by qualified human professionals rather than solely by algorithms or artificial intelligence systems. prohibits insurers from relying exclusively on ai or machine learning as the basis for adjusting or denying claims and requires certain information to be included in claim denial communications.""",https://www.flsenate.gov/Session/Bill/2025/794,SB,2025
Georgia,HB 147,Georgia Technology Authority; Annual Inventory Of Artificial Intelligence Usage By State Agencies; Provide,requires the georgia technology authority to inventory and report the use of artificial intelligence by state agencies on an annual basis. the authority would also be tasked with developing policies for ai usage across state government.,https://www.legis.ga.gov/legislation/69569,HB,2025
Georgia,HB 171,Crimes And Offenses; Obscenity; Repeal And Replace Code Section 16-12-80,"updates georgia's obscenity laws by banning the distribution of obscene material generated by ai that depicts a minor, effectively criminalizing ai-generated child pornography. also imposes enhanced penalties for certain offenses if the perpetrator used artificial intelligence in committing the crime.",https://www.legis.ga.gov/legislation/69648,HB,2025
Georgia,HB 478,Commerce And Trade; Require That Ai Generated Content Include A Disclaimer Indicating Such Content Was Generated Using Artificial Intelligence,amends the fair business practices act to require any content created with artificial intelligence and used for commercial or promotional purposes to carry a clear disclaimer stating it was ai-generated. establishes standards for the format of the disclaimer and includes relevant definitions.,https://www.legis.ga.gov/legislation/70395,HB,2025
Georgia,SB 104,State Government; Use Or Installation Of Any Artificial Intelligence System On State Equipment When The Company That Developed Or Deployed Such Artificial Intelligence System Is Associated With The People'S Republic Of China; Prohibit,prohibits georgia state agencies from using or installing any artificial intelligence system on state government equipment if the technology's developer or provider is affiliated with the people's republic of china. intended to safeguard state it infrastructure by barring state use of ai systems tied to chinese entities.,https://www.legis.ga.gov/legislation/69984,SB,2025
Georgia,SB 167,Commerce And Trade; Private Entities That Employ Certain Ai Systems To Guard Against Discrimination Caused By Such Systems; Provide,seeks to prevent algorithmic discrimination by regulating private companies' use of certain ai and automated decision systems in consequential decisions affecting individuals. imposes transparency and accountability requirements on such ai systems (with protections for trade secrets) and authorizes the georgia attorney general to enforce compliance.,https://www.legis.ga.gov/legislation/70305,SB,2025
Georgia,SB 37,Ai Accountability Act,"requires all georgia government entities (state agencies, counties, cities, and school systems) to develop and maintain plans for their use of artificial intelligence systems. it also creates the georgia board for artificial intelligence to guide agencies in crafting these ai usage plans and to oversee ai implementations in government.",https://www.legis.ga.gov/legislation/69557,SB,2025
Georgia,SB 9,Ensuring Accountability For Illegal Ai Activities Act,"creates penalties for using artificial intelligence in the commission of crimes and modernizes obscenity laws to address ai-generated explicit content involving minors. specifically, it prohibits distributing ai-generated obscene material depicting children and provides for enhanced sentencing when ai is used to commit certain offenses.",https://www.legis.ga.gov/legislation/69351,SB,2025
